,,,,,,,,,
,Дата,Заказчик,Город,Регион,Категория,Товар,Цена за штуку,Количество,Выручка
,2/22/2021,NutriFix,Дрезден,Восток,Сладости,Зефир,"0,65",18,"11,7"
,2/22/2021,NutriFix,Дрезден,Восток,Масла,Сливочное масло,"1,5",60,90
,2/22/2021,Cooking Corner,Мюнхен,Юг,Крупы,Гречка,"1,4",265,371
,2/22/2021,mymeal,Гамбург,Север,Сладости,Шоколад,"0,55",535,"294,25"
,2/22/2021,mymeal,Гамбург,Север,Специи,Черный перец,"0,59",203,"119,77"
,2/22/2021,Gold Food,Гамбург,Север,Сыры,Гауда,"1,59",454,"721,86"
,2/22/2021,Gold Food,Гамбург,Север,Сладости,Зефир,"0,65",65,"42,25"
,2/22/2021,mymeal,Штутгарт,Юг,Сыры,Гауда,"1,59",354,"562,86"
,2/22/2021,Sweetables,Штутгарт,Юг,Сыры,Моцарелла,"0,59",206,"121,54"
,2/22/2021,NutriFix,Штутгарт,Юг,Консервы,Говядина тушеная,"1,19",26,"30,94"
,2/22/2021,Organica,Штутгарт,Юг,Консервы,Шпроты,"1,15",56,"64,4"
,2/22/2021,Organica,Штутгарт,Юг,Масла,Оливковое масло,"1,7",66,"112,2"
,2/22/2021,Cooking Corner,Бремен,Север,Специи,Базилик,"0,7",43,"30,1"
,2/22/2021,NutriFix,Бремен,Север,Масла,Подсолнечное масло,"1,19",85,"101,15"
,2/22/2021,Organica,Мюнхен,Юг,Консервы,Шпроты,"1,15",70,"80,5"
,2/22/2021,foodbite,Кёльн,Запад,Масла,Сливочное масло,"1,5",554,831
,2/22/2021,foodbite,Кёльн,Запад,Сыры,Филадельфия ,"0,89",225,"200,25"
,2/22/2021,foodbite,Бремен,Север,Сухофрукты,Сушеные яблоки,"1,09",68,"74,12"
,2/22/2021,Sweetables,Бремен,Север,Напитки,Зеленый чай,"0,95",60,57
,2/22/2021,Organica,Франкфурт,Запад,Напитки,Кофе,"5,5",39,"214,5"
,2/22/2021,mymeal,Штутгарт,Юг,Масла,Оливковое масло,"1,7",94,"159,8"
,2/22/2021,Cooking Corner,Кёльн,Запад,Сыры,Моцарелла,"0,59",329,"194,11"
,2/22/2021,Sweetables,Бремен,Север,Сладости,Шоколад,"0,55",157,"86,35"
,2/22/2021,Go Bio,Штутгарт,Юг,Сладости,Мармелад,"0,6",100,60
,2/22/2021,Sweetables,Дрезден,Восток,Масла,Сливочное масло,"1,5",95,"142,5"
,2/22/2021,Organica,Дрезден,Восток,Сладости,Шоколад,"0,55",74,"40,7"
,2/22/2021,Organica,Берлин,Восток,Консервы,Говядина тушеная,"1,19",86,"102,34"
,2/22/2021,Go Bio,Гамбург,Север,Сыры,Гауда,"1,59",433,"688,47"
,2/22/2021,NutriFix,Мюнхен,Юг,Сладости,Зефир,"0,65",65,"42,25"
,2/22/2021,Organica,Мюнхен,Юг,Масла,Оливковое масло,"1,7",60,102
,2/22/2021,NutriFix,Франкфурт,Запад,Крупы,Перловка,"1,2",89,"106,8"
,2/22/2021,Cooking Corner,Дрезден,Восток,Сыры,Гауда,"1,59",137,"217,83"
,2/22/2021,Sweetables,Дрезден,Восток,Сыры,Гауда,"1,59",107,"170,13"
,2/22/2021,Sweetables,Дрезден,Восток,Сыры,Моцарелла,"0,59",94,"55,46"
,2/22/2021,Gold Food,Дрезден,Восток,Напитки,Черный чай,"0,99",104,"102,96"
,2/22/2021,Gold Food,Дрезден,Восток,Сухофрукты,Курага,"1,19",26,"30,94"
,2/22/2021,Organica,Мюнхен,Юг,Сыры,Моцарелла,"0,59",141,"83,19"
,2/23/2021,Go Bio,Мюнхен,Юг,Масла,Сливочное масло,"1,5",255,"382,5"
,2/23/2021,Sweetables,Бремен,Север,Крупы,Перловка,"1,2",81,"97,2"
,2/23/2021,Gold Food,Бремен,Север,Специи,Базилик,"0,7",22,"15,4"
,2/23/2021,Gold Food,Бремен,Север,Специи,Кориандр,"0,65",10,"6,5"
,2/23/2021,NutriFix,Бремен,Север,Консервы,Говядина тушеная,"1,19",14,"16,66"
,2/23/2021,NutriFix,Дрезден,Восток,Консервы,Килька в томате,"0,89",36,"32,04"
,2/23/2021,Go Bio,Дрезден,Восток,Крупы,Перловка,"1,2",61,"73,2"
,2/23/2021,Go Bio,Дрезден,Восток,Масла,Подсолнечное масло,"1,19",73,"86,87"
,2/23/2021,Go Bio,Франкфурт,Запад,Сладости,Мармелад,"0,6",38,"22,8"
,2/23/2021,Cooking Corner,Штутгарт,Юг,Крупы,Перловка,"1,2",464,"556,8"
,2/23/2021,Cooking Corner,Дрезден,Восток,Сыры,Моцарелла,"0,59",134,"79,06"
,2/23/2021,Gold Food,Дрезден,Восток,Сладости,Зефир,"0,65",13,"8,45"
,2/23/2021,NutriFix,Дрезден,Восток,Сладости,Шоколад,"0,55",67,"36,85"
,2/23/2021,Sweetables,Дрезден,Восток,Масла,Подсолнечное масло,"1,19",113,"134,47"
,2/23/2021,Cooking Corner,Штутгарт,Юг,Сладости,Мармелад,"0,6",228,"136,8"
,2/23/2021,Cooking Corner,Штутгарт,Юг,Консервы,Килька в томате,"0,89",276,"245,64"
,2/23/2021,Cooking Corner,Штутгарт,Юг,Масла,Подсолнечное масло,"1,19",422,"502,18"
,2/23/2021,foodbite,Штутгарт,Юг,Сыры,Гауда,"1,59",414,"658,26"
,2/23/2021,Sweetables,Штутгарт,Юг,Крупы,Гречка,"1,4",210,294
,2/23/2021,Sweetables,Штутгарт,Юг,Специи,Черный перец,"0,59",242,"142,78"
,2/23/2021,Organica,Штутгарт,Юг,Сыры,Филадельфия ,"0,89",74,"65,86"
,2/23/2021,Cooking Corner,Бремен,Север,Консервы,Шпроты,"1,15",54,"62,1"
,2/23/2021,Gold Food,Бремен,Север,Консервы,Говядина тушеная,"1,19",31,"36,89"
,2/23/2021,NutriFix,Бремен,Север,Сладости,Зефир,"0,65",22,"14,3"
,2/23/2021,mymeal,Штутгарт,Юг,Сухофрукты,Изюм,"0,99",114,"112,86"
,2/23/2021,mymeal,Штутгарт,Юг,Сыры,Филадельфия ,"0,89",146,"129,94"
,2/23/2021,NutriFix,Дрезден,Восток,Сладости,Зефир,"0,65",20,13
,2/23/2021,Organica,Дрезден,Восток,Сладости,Шоколад,"0,55",83,"45,65"
,2/23/2021,Organica,Дрезден,Восток,Напитки,Кофе,"5,5",20,110
,2/23/2021,foodbite,Бремен,Север,Масла,Подсолнечное масло,"1,19",220,"261,8"
,2/23/2021,mymeal,Бремен,Север,Консервы,Шпроты,"1,15",34,"39,1"
,2/23/2021,Go Bio,Бремен,Север,Сыры,Филадельфия ,"0,89",28,"24,92"
,2/23/2021,Organica,Берлин,Восток,Сыры,Моцарелла,"0,59",292,"172,28"
,2/23/2021,Organica,Берлин,Восток,Сыры,Гауда,"1,59",477,"758,43"
,2/23/2021,Cooking Corner,Гамбург,Север,Сухофрукты,Курага,"1,19",163,"193,97"
,2/23/2021,Go Bio,Гамбург,Север,Специи,Базилик,"0,7",80,56
,2/23/2021,Go Bio,Гамбург,Север,Масла,Оливковое масло,"1,7",104,"176,8"
,2/23/2021,Sweetables,Мюнхен,Юг,Масла,Подсолнечное масло,"1,19",428,"509,32"
,2/23/2021,Gold Food,Мюнхен,Юг,Масла,Сливочное масло,"1,5",284,426
,2/23/2021,Cooking Corner,Штутгарт,Юг,Консервы,Шпроты,"1,15",96,"110,4"
,2/23/2021,foodbite,Штутгарт,Юг,Напитки,Кофе,"5,5",168,924
,2/23/2021,Sweetables,Дрезден,Восток,Специи,Кориандр,"0,65",7,"4,55"
,2/24/2021,Gold Food,Бремен,Север,Масла,Подсолнечное масло,"1,19",142,"168,98"
,2/24/2021,Sweetables,Берлин,Восток,Сладости,Шоколад,"0,55",1057,"581,35"
,2/24/2021,Go Bio,Бремен,Север,Масла,Подсолнечное масло,"1,19",95,"113,05"
,2/24/2021,Cooking Corner,Дрезден,Восток,Сухофрукты,Изюм,"0,99",83,"82,17"
,2/24/2021,Organica,Франкфурт,Запад,Сыры,Филадельфия ,"0,89",36,"32,04"
,2/24/2021,Organica,Франкфурт,Запад,Сыры,Гауда,"1,59",139,"221,01"
,2/24/2021,Sweetables,Дрезден,Восток,Сладости,Шоколад,"0,55",132,"72,6"
,2/24/2021,Sweetables,Дрезден,Восток,Консервы,Говядина тушеная,"1,19",25,"29,75"
,2/24/2021,foodbite,Штутгарт,Юг,Напитки,Кофе,"5,5",216,1188
,2/24/2021,foodbite,Штутгарт,Юг,Напитки,Кофе,"5,5",264,1452
,2/24/2021,Cooking Corner,Бремен,Север,Сухофрукты,Сушеные яблоки,"1,09",88,"95,92"
,2/24/2021,Organica,Штутгарт,Юг,Консервы,Шпроты,"1,15",46,"52,9"
,2/24/2021,Sweetables,Дрезден,Восток,Крупы,Перловка,"1,2",97,"116,4"
,2/24/2021,Sweetables,Дрезден,Восток,Сухофрукты,Курага,"1,19",33,"39,27"
,2/24/2021,NutriFix,Дрезден,Восток,Масла,Сливочное масло,"1,5",90,135
,2/24/2021,NutriFix,Дрезден,Восток,Специи,Базилик,"0,7",20,14
,2/24/2021,Cooking Corner,Берлин,Восток,Сыры,Гауда,"1,59",1932,"3071,88"
,2/24/2021,foodbite,Берлин,Восток,Сухофрукты,Изюм,"0,99",398,"394,02"
,2/24/2021,foodbite,Бремен,Север,Напитки,Зеленый чай,"0,95",169,"160,55"
,2/24/2021,Gold Food,Кёльн,Запад,Напитки,Зеленый чай,"0,95",165,"156,75"
,2/24/2021,Go Bio,Бремен,Север,Консервы,Килька в томате,"0,89",39,"34,71"
,2/24/2021,mymeal,Дрезден,Восток,Консервы,Килька в томате,"0,89",46,"40,94"
,2/24/2021,Cooking Corner,Гамбург,Север,Сладости,Мармелад,"0,6",336,"201,6"
,2/24/2021,Cooking Corner,Гамбург,Север,Консервы,Говядина тушеная,"1,19",163,"193,97"
,2/24/2021,Gold Food,Мюнхен,Юг,Крупы,Гречка,"1,4",204,"285,6"
,2/24/2021,Cooking Corner,Штутгарт,Юг,Масла,Подсолнечное масло,"1,19",398,"473,62"
,2/24/2021,Cooking Corner,Штутгарт,Юг,Масла,Оливковое масло,"1,7",214,"363,8"
,2/24/2021,foodbite,Штутгарт,Юг,Консервы,Говядина тушеная,"1,19",96,"114,24"
,2/24/2021,mymeal,Берлин,Восток,Сухофрукты,Сушеные яблоки,"1,09",282,"307,38"
,2/25/2021,Sweetables,Берлин,Восток,Сыры,Моцарелла,"0,59",486,"286,74"
,2/25/2021,Organica,Гамбург,Север,Напитки,Черный чай,"0,99",305,"301,95"
,2/25/2021,foodbite,Мюнхен,Юг,Сыры,Гауда,"1,59",567,"901,53"
,2/25/2021,Go Bio,Штутгарт,Юг,Сладости,Зефир,"0,65",58,"37,7"
,2/25/2021,Go Bio,Бремен,Север,Специи,Черный перец,"0,59",91,"53,69"
,2/25/2021,Cooking Corner,Дрезден,Восток,Крупы,Перловка,"1,2",118,"141,6"
,2/25/2021,Organica,Франкфурт,Запад,Масла,Подсолнечное масло,"1,19",115,"136,85"
,2/25/2021,Gold Food,Берлин,Восток,Консервы,Шпроты,"1,15",201,"231,15"
,2/25/2021,NutriFix,Штутгарт,Юг,Сладости,Шоколад,"0,55",280,154
,2/25/2021,Organica,Штутгарт,Юг,Сладости,Мармелад,"0,6",70,42
,2/25/2021,NutriFix,Мюнхен,Юг,Сладости,Шоколад,"0,55",567,"311,85"
,2/25/2021,Go Bio,Мюнхен,Юг,Масла,Оливковое масло,"1,7",55,"93,5"
,2/25/2021,NutriFix,Бремен,Север,Сладости,Шоколад,"0,55",208,"114,4"
,2/25/2021,NutriFix,Бремен,Север,Сладости,Шоколад,"0,55",192,"105,6"
,2/25/2021,Cooking Corner,Берлин,Восток,Специи,Базилик,"0,7",308,"215,6"
,2/25/2021,foodbite,Берлин,Восток,Масла,Подсолнечное масло,"1,19",1416,"1685,04"
,2/25/2021,foodbite,Кёльн,Запад,Специи,Базилик,"0,7",91,"63,7"
,2/25/2021,foodbite,Кёльн,Запад,Консервы,Шпроты,"1,15",71,"81,65"
,2/25/2021,foodbite,Кёльн,Запад,Специи,Базилик,"0,7",89,"62,3"
,2/25/2021,mymeal,Кёльн,Запад,Масла,Оливковое масло,"1,7",103,"175,1"
,2/25/2021,mymeal,Кёльн,Запад,Крупы,Гречка,"1,4",131,"183,4"
,2/25/2021,Gold Food,Кёльн,Запад,Масла,Сливочное масло,"1,5",243,"364,5"
,2/25/2021,foodbite,Дрезден,Восток,Сладости,Шоколад,"0,55",207,"113,85"
,2/25/2021,foodbite,Гамбург,Север,Напитки,Зеленый чай,"0,95",826,"784,7"
,2/25/2021,foodbite,Гамбург,Север,Сухофрукты,Изюм,"0,99",214,"211,86"
,2/25/2021,NutriFix,Гамбург,Север,Консервы,Говядина тушеная,"1,19",38,"45,22"
,2/25/2021,Cooking Corner,Кёльн,Запад,Специи,Черный перец,"0,59",226,"133,34"
,2/25/2021,Cooking Corner,Кёльн,Запад,Сладости,Зефир,"0,65",99,"64,35"
,2/25/2021,Sweetables,Кёльн,Запад,Консервы,Килька в томате,"0,89",105,"93,45"
,2/25/2021,NutriFix,Кёльн,Запад,Сладости,Зефир,"0,65",39,"25,35"
,2/25/2021,Go Bio,Бремен,Север,Специи,Черный перец,"0,59",110,"64,9"
,2/25/2021,mymeal,Берлин,Восток,Сладости,Шоколад,"0,55",1163,"639,65"
,2/25/2021,mymeal,Берлин,Восток,Масла,Сливочное масло,"1,5",662,993
,2/26/2021,mymeal,Гамбург,Север,Сладости,Мармелад,"0,6",130,78
,2/26/2021,Cooking Corner,Мюнхен,Юг,Масла,Сливочное масло,"1,5",731,"1096,5"
,2/26/2021,foodbite,Мюнхен,Юг,Крупы,Гречка,"1,4",380,532
,2/26/2021,Go Bio,Штутгарт,Юг,Специи,Базилик,"0,7",52,"36,4"
,2/26/2021,NutriFix,Франкфурт,Запад,Напитки,Черный чай,"0,99",65,"64,35"
,2/26/2021,Sweetables,Бремен,Север,Сухофрукты,Курага,"1,19",48,"57,12"
,2/26/2021,foodbite,Дрезден,Восток,Сладости,Зефир,"0,65",40,26
,2/26/2021,mymeal,Берлин,Восток,Сухофрукты,Сушеные яблоки,"1,09",241,"262,69"
,2/26/2021,Cooking Corner,Гамбург,Север,Сладости,Шоколад,"0,55",1190,"654,5"
,2/26/2021,mymeal,Штутгарт,Юг,Масла,Подсолнечное масло,"1,19",238,"283,22"
,2/26/2021,Organica,Штутгарт,Юг,Специи,Черный перец,"0,59",266,"156,94"
,2/26/2021,Organica,Бремен,Север,Масла,Сливочное масло,"1,5",103,"154,5"
,2/26/2021,Gold Food,Кёльн,Запад,Сухофрукты,Изюм,"0,99",64,"63,36"
,2/26/2021,mymeal,Штутгарт,Юг,Масла,Оливковое масло,"1,7",92,"156,4"
,2/26/2021,Cooking Corner,Штутгарт,Юг,Консервы,Шпроты,"1,15",200,230
,2/26/2021,NutriFix,Мюнхен,Юг,Консервы,Шпроты,"1,15",47,"54,05"
,2/26/2021,Go Bio,Мюнхен,Юг,Консервы,Шпроты,"1,15",93,"106,95"
,2/26/2021,NutriFix,Бремен,Север,Крупы,Перловка,"1,2",119,"142,8"
,2/26/2021,Cooking Corner,Дрезден,Восток,Консервы,Шпроты,"1,15",29,"33,35"
,2/26/2021,NutriFix,Берлин,Восток,Напитки,Кофе,"5,5",284,1562
,2/26/2021,Organica,Мюнхен,Юг,Сыры,Гауда,"1,59",241,"383,19"
,2/26/2021,Cooking Corner,Штутгарт,Юг,Сладости,Зефир,"0,65",88,"57,2"
,2/26/2021,Cooking Corner,Штутгарт,Юг,Масла,Подсолнечное масло,"1,19",608,"723,52"
,2/26/2021,Cooking Corner,Штутгарт,Юг,Сладости,Шоколад,"0,55",1004,"552,2"
,2/26/2021,foodbite,Дрезден,Восток,Крупы,Перловка,"1,2",85,102
,2/26/2021,foodbite,Гамбург,Север,Консервы,Говядина тушеная,"1,19",60,"71,4"
,2/26/2021,NutriFix,Гамбург,Север,Специи,Кориандр,"0,65",40,26
,2/26/2021,Gold Food,Кёльн,Запад,Специи,Черный перец,"0,59",219,"129,21"
,2/26/2021,NutriFix,Кёльн,Запад,Консервы,Килька в томате,"0,89",78,"69,42"
,2/26/2021,Organica,Бремен,Север,Сыры,Моцарелла,"0,59",100,59
,2/26/2021,Go Bio,Бремен,Север,Сухофрукты,Сушеные яблоки,"1,09",22,"23,98"
,2/27/2021,foodbite,Франкфурт,Запад,Сухофрукты,Сушеные яблоки,"1,09",67,"73,03"
,2/27/2021,mymeal,Франкфурт,Запад,Напитки,Кофе,"5,5",40,220
,2/27/2021,foodbite,Бремен,Север,Сладости,Мармелад,"0,6",92,"55,2"
,2/27/2021,foodbite,Дрезден,Восток,Консервы,Килька в томате,"0,89",59,"52,51"
,2/27/2021,Sweetables,Франкфурт,Запад,Специи,Кориандр,"0,65",15,"9,75"
,2/27/2021,Sweetables,Бремен,Север,Масла,Подсолнечное масло,"1,19",137,"163,03"
,2/27/2021,mymeal,Штутгарт,Юг,Специи,Черный перец,"0,59",134,"79,06"
,2/27/2021,mymeal,Штутгарт,Юг,Крупы,Гречка,"1,4",136,"190,4"
,2/27/2021,Gold Food,Кёльн,Запад,Сладости,Зефир,"0,65",35,"22,75"
,2/27/2021,Gold Food,Кёльн,Запад,Консервы,Говядина тушеная,"1,19",59,"70,21"
,2/27/2021,mymeal,Штутгарт,Юг,Сухофрукты,Курага,"1,19",76,"90,44"
,2/27/2021,Organica,Кёльн,Запад,Сухофрукты,Изюм,"0,99",52,"51,48"
,2/27/2021,Organica,Кёльн,Запад,Специи,Черный перец,"0,59",224,"132,16"
,2/27/2021,Organica,Бремен,Север,Сладости,Мармелад,"0,6",30,18
,2/27/2021,NutriFix,Берлин,Восток,Напитки,Зеленый чай,"0,95",402,"381,9"
,2/27/2021,Organica,Мюнхен,Юг,Специи,Кориандр,"0,65",30,"19,5"
,2/27/2021,Go Bio,Франкфурт,Запад,Напитки,Кофе,"5,5",48,264
,2/27/2021,NutriFix,Берлин,Восток,Напитки,Кофе,"5,5",117,"643,5"
,2/27/2021,NutriFix,Берлин,Восток,Крупы,Рис,"0,96",861,"826,56"
,2/27/2021,Gold Food,Кёльн,Запад,Сладости,Шоколад,"0,55",365,"200,75"
,2/27/2021,Gold Food,Кёльн,Запад,Сладости,Шоколад,"0,55",201,"110,55"
,2/27/2021,mymeal,Франкфурт,Запад,Специи,Черный перец,"0,59",56,"33,04"
,2/27/2021,mymeal,Франкфурт,Запад,Специи,Черный перец,"0,59",106,"62,54"
,2/27/2021,Cooking Corner,Бремен,Север,Напитки,Зеленый чай,"0,95",121,"114,95"
,2/27/2021,Cooking Corner,Бремен,Север,Масла,Оливковое масло,"1,7",82,"139,4"
,2/27/2021,Organica,Бремен,Север,Напитки,Зеленый чай,"0,95",64,"60,8"
,2/27/2021,foodbite,Дрезден,Восток,Консервы,Говядина тушеная,"1,19",29,"34,51"
,2/28/2021,Gold Food,Кёльн,Запад,Крупы,Перловка,"1,2",143,"171,6"
,2/28/2021,foodbite,Франкфурт,Запад,Масла,Подсолнечное масло,"1,19",232,"276,08"
,2/28/2021,foodbite,Франкфурт,Запад,Специи,Базилик,"0,7",38,"26,6"
,2/28/2021,Sweetables,Франкфурт,Запад,Напитки,Черный чай,"0,99",97,"96,03"
,2/28/2021,foodbite,Бремен,Север,Крупы,Перловка,"1,2",125,150
,2/28/2021,mymeal,Франкфурт,Запад,Сладости,Зефир,"0,65",32,"20,8"
,2/28/2021,Sweetables,Франкфурт,Запад,Сыры,Моцарелла,"0,59",103,"60,77"
,2/28/2021,Gold Food,Франкфурт,Запад,Сладости,Зефир,"0,65",29,"18,85"
,2/28/2021,Go Bio,Кёльн,Запад,Сухофрукты,Сушеные яблоки,"1,09",47,"51,23"
,2/28/2021,Cooking Corner,Франкфурт,Запад,Масла,Сливочное масло,"1,5",236,354
,2/28/2021,mymeal,Франкфурт,Запад,Сладости,Шоколад,"0,55",214,"117,7"
,2/28/2021,Organica,Франкфурт,Запад,Сладости,Мармелад,"0,6",44,"26,4"
,2/28/2021,mymeal,Штутгарт,Юг,Сладости,Мармелад,"0,6",130,78
,2/28/2021,Gold Food,Бремен,Север,Масла,Оливковое масло,"1,7",35,"59,5"
,2/28/2021,mymeal,Дрезден,Восток,Консервы,Говядина тушеная,"1,19",13,"15,47"
,2/28/2021,Go Bio,Бремен,Север,Масла,Оливковое масло,"1,7",38,"64,6"
,2/28/2021,Cooking Corner,Мюнхен,Юг,Напитки,Черный чай,"0,99",500,495
,2/28/2021,Organica,Мюнхен,Юг,Крупы,Перловка,"1,2",256,"307,2"
,2/28/2021,Cooking Corner,Кёльн,Запад,Сухофрукты,Курага,"1,19",154,"183,26"
,2/28/2021,Cooking Corner,Франкфурт,Запад,Сладости,Зефир,"0,65",60,39
,2/28/2021,Go Bio,Франкфурт,Запад,Крупы,Рис,"0,96",136,"130,56"
,2/28/2021,Go Bio,Франкфурт,Запад,Масла,Сливочное масло,"1,5",71,"106,5"
,2/28/2021,NutriFix,Берлин,Восток,Напитки,Кофе,"5,5",83,"456,5"
,2/28/2021,Sweetables,Франкфурт,Запад,Специи,Кориандр,"0,65",11,"7,15"
,2/28/2021,Sweetables,Франкфурт,Запад,Напитки,Черный чай,"0,99",36,"35,64"
,2/28/2021,NutriFix,Штутгарт,Юг,Крупы,Рис,"0,96",286,"274,56"
,2/28/2021,foodbite,Дрезден,Восток,Сухофрукты,Изюм,"0,99",58,"57,42"
,2/28/2021,Go Bio,Дрезден,Восток,Напитки,Кофе,"5,5",18,99
,2/28/2021,Sweetables,Берлин,Восток,Крупы,Перловка,"1,2",396,"475,2"
,3/1/2021,Gold Food,Кёльн,Запад,Сухофрукты,Изюм,"0,99",65,"64,35"
,3/1/2021,NutriFix,Кёльн,Запад,Крупы,Перловка,"1,2",135,162
,3/1/2021,NutriFix,Кёльн,Запад,Сладости,Мармелад,"0,6",119,"71,4"
,3/1/2021,Organica,Кёльн,Запад,Сыры,Филадельфия ,"0,89",52,"46,28"
,3/1/2021,NutriFix,Франкфурт,Запад,Консервы,Килька в томате,"0,89",60,"53,4"
,3/1/2021,NutriFix,Франкфурт,Запад,Масла,Сливочное масло,"1,5",78,117
,3/1/2021,mymeal,Франкфурт,Запад,Сыры,Гауда,"1,59",160,"254,4"
,3/1/2021,foodbite,Дрезден,Восток,Специи,Базилик,"0,7",22,"15,4"
,3/1/2021,Cooking Corner,Франкфурт,Запад,Крупы,Перловка,"1,2",181,"217,2"
,3/1/2021,foodbite,Франкфурт,Запад,Консервы,Шпроты,"1,15",47,"54,05"
,3/1/2021,mymeal,Франкфурт,Запад,Сладости,Зефир,"0,65",30,"19,5"
,3/1/2021,Cooking Corner,Штутгарт,Юг,Консервы,Шпроты,"1,15",132,"151,8"
,3/1/2021,Go Bio,Кёльн,Запад,Сладости,Зефир,"0,65",46,"29,9"
,3/1/2021,Go Bio,Кёльн,Запад,Крупы,Гречка,"1,4",119,"166,6"
,3/1/2021,Go Bio,Кёльн,Запад,Сладости,Зефир,"0,65",39,"25,35"
,3/1/2021,Gold Food,Бремен,Север,Напитки,Кофе,"5,5",26,143
,3/1/2021,mymeal,Дрезден,Восток,Масла,Подсолнечное масло,"1,19",74,"88,06"
,3/1/2021,Sweetables,Берлин,Восток,Специи,Кориандр,"0,65",93,"60,45"
,3/1/2021,Organica,Берлин,Восток,Сладости,Мармелад,"0,6",211,"126,6"
,3/1/2021,Go Bio,Бремен,Север,Масла,Сливочное масло,"1,5",112,168
,3/1/2021,NutriFix,Гамбург,Север,Крупы,Рис,"0,96",612,"587,52"
,3/1/2021,Cooking Corner,Мюнхен,Юг,Масла,Оливковое масло,"1,7",182,"309,4"
,3/1/2021,Cooking Corner,Мюнхен,Юг,Сыры,Филадельфия ,"0,89",307,"273,23"
,3/1/2021,NutriFix,Мюнхен,Юг,Сухофрукты,Изюм,"0,99",101,"99,99"
,3/1/2021,Cooking Corner,Франкфурт,Запад,Сыры,Моцарелла,"0,59",162,"95,58"
,3/1/2021,Organica,Кёльн,Запад,Напитки,Зеленый чай,"0,95",106,"100,7"
,3/1/2021,Organica,Кёльн,Запад,Специи,Кориандр,"0,65",14,"9,1"
,3/1/2021,foodbite,Гамбург,Север,Специи,Черный перец,"0,59",598,"352,82"
,3/1/2021,Sweetables,Бремен,Север,Консервы,Шпроты,"1,15",43,"49,45"
,3/1/2021,Cooking Corner,Франкфурт,Запад,Сыры,Филадельфия ,"0,89",74,"65,86"
,3/1/2021,NutriFix,Штутгарт,Юг,Сыры,Моцарелла,"0,59",286,"168,74"
,3/1/2021,NutriFix,Штутгарт,Юг,Напитки,Зеленый чай,"0,95",218,"207,1"
,3/1/2021,foodbite,Дрезден,Восток,Сухофрукты,Изюм,"0,99",43,"42,57"
,3/1/2021,Go Bio,Дрезден,Восток,Напитки,Кофе,"5,5",12,66
,3/1/2021,Gold Food,Берлин,Восток,Сыры,Моцарелла,"0,59",618,"364,62"
,3/2/2021,NutriFix,Кёльн,Запад,Сыры,Гауда,"1,59",191,"303,69"
,3/2/2021,Organica,Кёльн,Запад,Напитки,Кофе,"5,5",53,"291,5"
,3/2/2021,Organica,Франкфурт,Запад,Сыры,Филадельфия ,"0,89",37,"32,93"
,3/2/2021,Organica,Франкфурт,Запад,Сухофрукты,Сушеные яблоки,"1,09",32,"34,88"
,3/2/2021,Go Bio,Штутгарт,Юг,Напитки,Кофе,"5,5",50,275
,3/2/2021,Organica,Штутгарт,Юг,Сыры,Моцарелла,"0,59",228,"134,52"
,3/2/2021,Cooking Corner,Дрезден,Восток,Специи,Базилик,"0,7",26,"18,2"
,3/2/2021,Cooking Corner,Дрезден,Восток,Масла,Подсолнечное масло,"1,19",151,"179,69"
,3/2/2021,foodbite,Дрезден,Восток,Масла,Подсолнечное масло,"1,19",181,"215,39"
,3/2/2021,foodbite,Дрезден,Восток,Напитки,Зеленый чай,"0,95",181,"171,95"
,3/2/2021,Cooking Corner,Штутгарт,Юг,Крупы,Перловка,"1,2",410,492
,3/2/2021,foodbite,Дрезден,Восток,Специи,Черный перец,"0,59",160,"94,4"
,3/2/2021,Cooking Corner,Берлин,Восток,Специи,Базилик,"0,7",302,"211,4"
,3/2/2021,Cooking Corner,Бремен,Север,Сухофрукты,Курага,"1,19",80,"95,2"
,3/2/2021,Go Bio,Бремен,Север,Напитки,Черный чай,"0,99",121,"119,79"
,3/2/2021,NutriFix,Гамбург,Север,Сыры,Моцарелла,"0,59",406,"239,54"
,3/2/2021,NutriFix,Мюнхен,Юг,Сладости,Шоколад,"0,55",431,"237,05"
,3/2/2021,Cooking Corner,Франкфурт,Запад,Масла,Оливковое масло,"1,7",49,"83,3"
,3/2/2021,Organica,Франкфурт,Запад,Специи,Черный перец,"0,59",105,"61,95"
,3/2/2021,Gold Food,Бремен,Север,Масла,Сливочное масло,"1,5",100,150
,3/2/2021,NutriFix,Бремен,Север,Сухофрукты,Курага,"1,19",26,"30,94"
,3/2/2021,Cooking Corner,Штутгарт,Юг,Напитки,Черный чай,"0,99",330,"326,7"
,3/2/2021,Gold Food,Бремен,Север,Сладости,Мармелад,"0,6",34,"20,4"
,3/2/2021,Gold Food,Бремен,Север,Напитки,Кофе,"5,5",41,"225,5"
,3/2/2021,Organica,Берлин,Восток,Сладости,Шоколад,"0,55",635,"349,25"
,3/2/2021,Gold Food,Мюнхен,Юг,Специи,Черный перец,"0,59",368,"217,12"
,3/3/2021,Organica,Франкфурт,Запад,Масла,Оливковое масло,"1,7",23,"39,1"
,3/3/2021,Go Bio,Штутгарт,Юг,Сухофрукты,Курага,"1,19",56,"66,64"
,3/3/2021,Cooking Corner,Берлин,Восток,Масла,Сливочное масло,"1,5",853,"1279,5"
